Round,Temp,Day,Date,Well,Sample,isolate_A,isolate_B,count_A,count_B,isolate_A_mono_counts,isolate_B_mono_counts,N,model_dir,summed_proba_A,summed_proba_B,Community,filename
round1,10C,d02,11.03.2026,D10,Sample46,16,32,720,98,12205,640,818,16_vs_32,719.8877511309773,98.1122488690228,s16,round1_10C_d02_11.03.2026_D10_Sample46.csv
round1,10C,d02,11.03.2026,F4,Sample64,20,56,2652,35025,1158,80762,37677,20_vs_56,5011.022173632666,32665.977826367332,s22,round1_10C_d02_11.03.2026_F4_Sample64.csv
round1,10C,d02,11.03.2026,E5,Sample53,16,56,1266,6555,12205,80762,7821,16_vs_56,1739.751121608736,6081.248878391264,s18,round1_10C_d02_11.03.2026_E5_Sample53.csv
round1,10C,d02,11.03.2026,G9,Sample81,32,56,98,9175,640,80762,9273,32_vs_56,255.0217973351002,9017.9782026649,s27,round1_10C_d02_11.03.2026_G9_Sample81.csv
round1,10C,d02,11.03.2026,B7,Sample19,06,56,1559,21252,1459,80762,22811,06_vs_56,2175.13792043733,20635.86207956267,s07,round1_10C_d02_11.03.2026_B7_Sample19.csv
round1,10C,d02,11.03.2026,C12,Sample36,12,43,2218,1905,1225,8533,4123,12_vs_43,2183.1280434737128,1939.8719565262843,s12,round1_10C_d02_11.03.2026_C12_Sample36.csv
round1,10C,d02,11.03.2026,A12,Sample12,06,23,1517,318,1459,1465,1835,06_vs_23,1520.9458159438325,314.0541840561697,s04,round1_10C_d02_11.03.2026_A12_Sample12.csv
round1,10C,d02,11.03.2026,D5,Sample41,16,20,1093,53,12205,1158,1146,16_vs_20,1077.8634574968078,68.13654250319304,s14,round1_10C_d02_11.03.2026_D5_Sample41.csv
round1,10C,d02,11.03.2026,G3,Sample75,23,56,783,15930,1465,80762,16713,23_vs_56,1764.9395707523372,14948.060429247646,s25,round1_10C_d02_11.03.2026_G3_Sample75.csv
round1,10C,d02,11.03.2026,C5,Sample29,12,23,590,105,1225,1465,695,12_vs_23,558.5064240851502,136.4935759148501,s10,round1_10C_d02_11.03.2026_C5_Sample29.csv
round1,10C,d02,11.03.2026,E10,Sample58,20,32,102,27,1158,640,129,20_vs_32,96.13234258726217,32.86765741273783,s20,round1_10C_d02_11.03.2026_E10_Sample58.csv
round1,10C,d02,11.03.2026,B8,Sample20,06,56,939,13219,1459,80762,14158,06_vs_56,1460.7277985471271,12697.272201452874,s07,round1_10C_d02_11.03.2026_B8_Sample20.csv
round1,10C,d02,11.03.2026,G1,Sample73,23,56,2372,6368,1465,80762,8740,23_vs_56,3145.5994839067416,5594.400516093263,s25,round1_10C_d02_11.03.2026_G1_Sample73.csv
round1,10C,d02,11.03.2026,G12,Sample84,43,56,7559,21450,8533,80762,29009,43_vs_56,8785.155175789432,20223.84482421072,s28,round1_10C_d02_11.03.2026_G12_Sample84.csv
round1,10C,d02,11.03.2026,C8,Sample32,12,32,1146,222,1225,640,1368,12_vs_32,1147.9129821425581,220.08701785744074,s11,round1_10C_d02_11.03.2026_C8_Sample32.csv
round1,10C,d02,11.03.2026,F7,Sample67,23,32,352,10,1465,640,362,23_vs_32,320.89962259502335,41.100377404976705,s23,round1_10C_d02_11.03.2026_F7_Sample67.csv
round1,10C,d02,11.03.2026,D12,Sample48,16,32,2354,374,12205,640,2728,16_vs_32,2359.1855554741255,368.8144445258741,s16,round1_10C_d02_11.03.2026_D12_Sample48.csv
round1,10C,d02,11.03.2026,D1,Sample37,12,56,1629,4647,1225,80762,6276,12_vs_56,2012.1488993760306,4263.85110062397,s13,round1_10C_d02_11.03.2026_D1_Sample37.csv
round1,10C,d02,11.03.2026,A6,Sample6,06,20,1520,3225,1459,1158,4745,06_vs_20,1509.3242191583472,3235.675780841658,s03,round1_10C_d02_11.03.2026_A6_Sample6.csv
round1,10C,d02,11.03.2026,A4,Sample4,06,16,1795,3415,1459,12205,5210,06_vs_16,1673.4104856209697,3536.589514379036,s02,round1_10C_d02_11.03.2026_A4_Sample4.csv
round1,10C,d02,11.03.2026,B1,Sample13,06,32,845,170,1459,640,1015,06_vs_32,842.4103134340257,172.58968656597423,s05,round1_10C_d02_11.03.2026_B1_Sample13.csv
round1,10C,d02,11.03.2026,D8,Sample44,16,23,3346,116,12205,1465,3462,16_vs_23,3220.966325505923,241.03367449408782,s15,round1_10C_d02_11.03.2026_D8_Sample44.csv
round1,10C,d02,11.03.2026,G10,Sample82,43,56,10584,27721,8533,80762,38305,43_vs_56,11963.393452036811,26341.606547963293,s28,round1_10C_d02_11.03.2026_G10_Sample82.csv
round1,10C,d02,11.03.2026,D6,Sample42,16,20,584,15,12205,1158,599,16_vs_20,573.7742767737033,25.22572322629607,s14,round1_10C_d02_11.03.2026_D6_Sample42.csv
round1,10C,d02,11.03.2026,E8,Sample56,20,23,485,93,1158,1465,578,20_vs_23,458.31122724811746,119.6887727518826,s19,round1_10C_d02_11.03.2026_E8_Sample56.csv
round1,10C,d02,11.03.2026,E11,Sample59,20,32,130,143,1158,640,273,20_vs_32,140.92638974591864,132.07361025408133,s20,round1_10C_d02_11.03.2026_E11_Sample59.csv
round1,10C,d02,11.03.2026,G5,Sample77,32,43,233,3149,640,8533,3382,32_vs_43,260.8486697274173,3121.1513302725866,s26,round1_10C_d02_11.03.2026_G5_Sample77.csv
round1,10C,d02,11.03.2026,E7,Sample55,20,23,657,186,1158,1465,843,20_vs_23,645.1943402734132,197.80565972658673,s19,round1_10C_d02_11.03.2026_E7_Sample55.csv
round1,10C,d02,11.03.2026,F10,Sample70,23,43,209,3049,1465,8533,3258,23_vs_43,218.27178967608003,3039.728210323918,s24,round1_10C_d02_11.03.2026_F10_Sample70.csv
round1,10C,d02,11.03.2026,B10,Sample22,12,16,547,5463,1225,12205,6010,12_vs_16,600.8152146728063,5409.184785327206,s08,round1_10C_d02_11.03.2026_B10_Sample22.csv
round1,10C,d02,11.03.2026,E2,Sample50,16,43,2306,1147,12205,8533,3453,16_vs_43,2365.3099834554287,1087.6900165445707,s17,round1_10C_d02_11.03.2026_E2_Sample50.csv
round1,10C,d02,11.03.2026,F11,Sample71,23,43,159,1750,1465,8533,1909,23_vs_43,166.9690988247319,1742.0309011752688,s24,round1_10C_d02_11.03.2026_F11_Sample71.csv
round1,10C,d02,11.03.2026,C3,Sample27,12,20,295,336,1225,1158,631,12_vs_20,298.5244226046632,332.47557739533664,s09,round1_10C_d02_11.03.2026_C3_Sample27.csv
round1,10C,d02,11.03.2026,A8,Sample8,06,20,1346,167,1459,1158,1513,06_vs_20,1245.8160787218703,267.18392127812945,s03,round1_10C_d02_11.03.2026_A8_Sample8.csv
round1,10C,d02,11.03.2026,D9,Sample45,16,23,3581,72,12205,1465,3653,16_vs_23,3520.3757405731094,132.62425942689887,s15,round1_10C_d02_11.03.2026_D9_Sample45.csv
round1,10C,d02,11.03.2026,F6,Sample66,20,56,711,8691,1158,80762,9402,20_vs_56,1323.7267564278195,8078.273243572181,s22,round1_10C_d02_11.03.2026_F6_Sample66.csv
round1,10C,d02,11.03.2026,B4,Sample16,06,43,631,2541,1459,8533,3172,06_vs_43,908.5068575998741,2263.4931424001256,s06,round1_10C_d02_11.03.2026_B4_Sample16.csv
round1,10C,d02,11.03.2026,A9,Sample9,06,20,1047,159,1459,1158,1206,06_vs_20,959.6325178525263,246.367482147474,s03,round1_10C_d02_11.03.2026_A9_Sample9.csv
round1,10C,d02,11.03.2026,G2,Sample74,23,56,408,6489,1465,80762,6897,23_vs_56,826.1240862455187,6070.875913754483,s25,round1_10C_d02_11.03.2026_G2_Sample74.csv
round1,10C,d02,11.03.2026,C2,Sample26,12,20,359,311,1225,1158,670,12_vs_20,328.6045516708789,341.395448329121,s09,round1_10C_d02_11.03.2026_C2_Sample26.csv
round1,10C,d02,11.03.2026,A11,Sample11,06,23,818,146,1459,1465,964,06_vs_23,820.7915497478018,143.20845025219774,s04,round1_10C_d02_11.03.2026_A11_Sample11.csv
round1,10C,d02,11.03.2026,F8,Sample68,23,32,321,58,1465,640,379,23_vs_32,297.6771257281912,81.32287427180883,s23,round1_10C_d02_11.03.2026_F8_Sample68.csv
round1,10C,d02,11.03.2026,D2,Sample38,12,56,2060,7806,1225,80762,9866,12_vs_56,2739.6332114116058,7126.366788588395,s13,round1_10C_d02_11.03.2026_D2_Sample38.csv
round1,10C,d02,11.03.2026,E3,Sample51,16,43,609,296,12205,8533,905,16_vs_43,621.6647937744453,283.3352062255544,s17,round1_10C_d02_11.03.2026_E3_Sample51.csv
round1,10C,d02,11.03.2026,B2,Sample14,06,32,1946,573,1459,640,2519,06_vs_32,1977.430923585689,541.5690764143109,s05,round1_10C_d02_11.03.2026_B2_Sample14.csv
round1,10C,d02,11.03.2026,E6,Sample54,16,56,2170,8936,12205,80762,11106,16_vs_56,2723.3734145856947,8382.626585414306,s18,round1_10C_d02_11.03.2026_E6_Sample54.csv
round1,10C,d01,10.03.2026,D9,Sample45,16,23,89,4,290,64,93,16_vs_23,89.04435073167168,3.9556492683283153,s15,round1_10C_d01_10.03.2026_D9_Sample45.csv
round1,10C,d01,10.03.2026,A10,Sample10,06,23,86,16,344,64,102,06_vs_23,86.91281504848415,15.087184951515832,s04,round1_10C_d01_10.03.2026_A10_Sample10.csv
round1,10C,d01,10.03.2026,A12,Sample12,06,23,48,7,344,64,55,06_vs_23,48.30079452695164,6.699205473048357,s04,round1_10C_d01_10.03.2026_A12_Sample12.csv
round1,10C,d01,10.03.2026,F8,Sample68,23,32,23,9,64,67,32,23_vs_32,23.54747224349457,8.452527756505424,s23,round1_10C_d01_10.03.2026_F8_Sample68.csv
round1,10C,d01,10.03.2026,E7,Sample55,20,23,8,8,13,64,16,20_vs_23,7.99383999835209,8.00616000164791,s19,round1_10C_d01_10.03.2026_E7_Sample55.csv
round1,10C,d01,10.03.2026,F4,Sample64,20,56,87,223,13,1022,310,20_vs_56,95.84793747279652,214.15206252720344,s22,round1_10C_d01_10.03.2026_F4_Sample64.csv
round1,10C,d01,10.03.2026,B2,Sample14,06,32,106,48,344,67,154,06_vs_32,105.46505589679936,48.534944103200644,s05,round1_10C_d01_10.03.2026_B2_Sample14.csv
round1,10C,d01,10.03.2026,D8,Sample44,16,23,44,1,290,64,45,16_vs_23,43.21192613760431,1.788073862395694,s15,round1_10C_d01_10.03.2026_D8_Sample44.csv
round1,10C,d01,10.03.2026,B11,Sample23,12,16,97,125,362,290,222,12_vs_16,87.68229563627715,134.3177043637229,s08,round1_10C_d01_10.03.2026_B11_Sample23.csv
round1,10C,d01,10.03.2026,F9,Sample69,23,32,29,13,64,67,42,23_vs_32,28.51142203021027,13.488577969789732,s23,round1_10C_d01_10.03.2026_F9_Sample69.csv
round1,10C,d01,10.03.2026,E9,Sample57,20,23,7,5,13,64,12,20_vs_23,7.524685941683582,4.475314058316418,s19,round1_10C_d01_10.03.2026_E9_Sample57.csv
round1,10C,d01,10.03.2026,B10,Sample22,12,16,89,144,362,290,233,12_vs_16,81.9727239957084,151.02727600429156,s08,round1_10C_d01_10.03.2026_B10_Sample22.csv
round1,10C,d01,10.03.2026,C12,Sample36,12,43,190,21,362,155,211,12_vs_43,184.8247606205628,26.175239379437183,s12,round1_10C_d01_10.03.2026_C12_Sample36.csv
round1,10C,d01,10.03.2026,C1,Sample25,12,20,134,27,362,13,161,12_vs_20,111.41454090313067,49.58545909686927,s09,round1_10C_d01_10.03.2026_C1_Sample25.csv
round1,10C,d01,10.03.2026,G6,Sample78,32,43,63,96,67,155,159,32_vs_43,70.63754759174417,88.36245240825578,s26,round1_10C_d01_10.03.2026_G6_Sample78.csv
round1,10C,d01,10.03.2026,F12,Sample72,23,43,29,14,64,155,43,23_vs_43,26.152716826144825,16.847283173855182,s24,round1_10C_d01_10.03.2026_F12_Sample72.csv
round1,10C,d01,10.03.2026,E3,Sample51,16,43,115,6,290,155,121,16_vs_43,112.825722167166,8.174277832834019,s17,round1_10C_d01_10.03.2026_E3_Sample51.csv
round1,10C,d01,10.03.2026,E2,Sample50,16,43,91,3,290,155,94,16_vs_43,87.89074120775042,6.109258792249619,s17,round1_10C_d01_10.03.2026_E2_Sample50.csv
round1,10C,d01,10.03.2026,B4,Sample16,06,43,136,130,344,155,266,06_vs_43,150.94155963515325,115.05844036484675,s06,round1_10C_d01_10.03.2026_B4_Sample16.csv
round1,10C,d01,10.03.2026,C4,Sample28,12,23,92,30,362,64,122,12_vs_23,91.30205061412508,30.697949385874875,s10,round1_10C_d01_10.03.2026_C4_Sample28.csv
round1,10C,d01,10.03.2026,F1,Sample61,20,43,68,19,13,155,87,20_vs_43,66.04310228845415,20.95689771154586,s21,round1_10C_d01_10.03.2026_F1_Sample61.csv
round1,10C,d01,10.03.2026,G2,Sample74,23,56,118,98,64,1022,216,23_vs_56,122.15143885018486,93.84856114981517,s25,round1_10C_d01_10.03.2026_G2_Sample74.csv
round1,10C,d01,10.03.2026,C9,Sample33,12,32,71,39,362,67,110,12_vs_32,72.75070141118071,37.2492985888193,s11,round1_10C_d01_10.03.2026_C9_Sample33.csv
round1,10C,d01,10.03.2026,A8,Sample8,06,20,60,63,344,13,123,06_vs_20,60.86026288763943,62.139737112360585,s03,round1_10C_d01_10.03.2026_A8_Sample8.csv
round1,10C,d01,10.03.2026,E6,Sample54,16,56,87,129,290,1022,216,16_vs_56,96.97305487289084,119.02694512710916,s18,round1_10C_d01_10.03.2026_E6_Sample54.csv
round1,10C,d01,10.03.2026,A1,Sample1,06,12,81,91,344,362,172,06_vs_12,79.33182976855721,92.66817023144279,s01,round1_10C_d01_10.03.2026_A1_Sample1.csv
round1,10C,d01,10.03.2026,E5,Sample53,16,56,211,228,290,1022,439,16_vs_56,232.32874375595412,206.67125624404585,s18,round1_10C_d01_10.03.2026_E5_Sample53.csv
round1,10C,d01,10.03.2026,F6,Sample66,20,56,70,138,13,1022,208,20_vs_56,75.6320086845403,132.3679913154597,s22,round1_10C_d01_10.03.2026_F6_Sample66.csv
round1,10C,d01,10.03.2026,G1,Sample73,23,56,195,198,64,1022,393,23_vs_56,196.10363149224497,196.89636850775503,s25,round1_10C_d01_10.03.2026_G1_Sample73.csv
round1,10C,d01,10.03.2026,D6,Sample42,16,20,40,4,290,13,44,16_vs_20,37.67968940355922,6.320310596440779,s14,round1_10C_d01_10.03.2026_D6_Sample42.csv
round1,10C,d01,10.03.2026,F7,Sample67,23,32,16,6,64,67,22,23_vs_32,15.30848808099472,6.691511919005282,s23,round1_10C_d01_10.03.2026_F7_Sample67.csv
round1,10C,d01,10.03.2026,E4,Sample52,16,56,152,93,290,1022,245,16_vs_56,158.9445594041348,86.05544059586519,s18,round1_10C_d01_10.03.2026_E4_Sample52.csv
round1,10C,d01,10.03.2026,D5,Sample41,16,20,49,8,290,13,57,16_vs_20,45.32258971162961,11.677410288370387,s14,round1_10C_d01_10.03.2026_D5_Sample41.csv
round1,10C,d01,10.03.2026,D12,Sample48,16,32,69,21,290,67,90,16_vs_32,69.41473242293578,20.585267577064208,s16,round1_10C_d01_10.03.2026_D12_Sample48.csv
round1,10C,d01,10.03.2026,F5,Sample65,20,56,77,230,13,1022,307,20_vs_56,95.70488512800961,211.2951148719904,s22,round1_10C_d01_10.03.2026_F5_Sample65.csv
round1,10C,d01,10.03.2026,A2,Sample2,06,12,111,98,344,362,209,06_vs_12,105.48337718574459,103.51662281425541,s01,round1_10C_d01_10.03.2026_A2_Sample2.csv
round1,10C,d01,10.03.2026,G11,Sample83,43,56,208,554,155,1022,762,43_vs_56,245.2102879066729,516.7897120933269,s28,round1_10C_d01_10.03.2026_G11_Sample83.csv
round1,10C,d01,10.03.2026,G5,Sample77,32,43,53,130,67,155,183,32_vs_43,64.26094070458998,118.73905929541,s26,round1_10C_d01_10.03.2026_G5_Sample77.csv
round1,10C,d01,10.03.2026,D4,Sample40,16,20,44,4,290,13,48,16_vs_20,43.19755413143572,4.802445868564282,s14,round1_10C_d01_10.03.2026_D4_Sample40.csv
round1,10C,d01,10.03.2026,G8,Sample80,32,56,257,210,67,1022,467,32_vs_56,227.83901210661088,239.16098789338912,s27,round1_10C_d01_10.03.2026_G8_Sample80.csv
round1,10C,d01,10.03.2026,C8,Sample32,12,32,98,52,362,67,150,12_vs_32,99.40522785771171,50.5947721422883,s11,round1_10C_d01_10.03.2026_C8_Sample32.csv
round1,10C,d01,10.03.2026,D10,Sample46,16,32,136,63,290,67,199,16_vs_32,137.35898377210762,61.64101622789243,s16,round1_10C_d01_10.03.2026_D10_Sample46.csv
round1,10C,d01,10.03.2026,A6,Sample6,06,20,44,75,344,13,119,06_vs_20,42.84587577756326,76.15412422243678,s03,round1_10C_d01_10.03.2026_A6_Sample6.csv
round1,10C,d01,10.03.2026,G7,Sample79,32,56,263,111,67,1022,374,32_vs_56,224.33457135397424,149.66542864602576,s27,round1_10C_d01_10.03.2026_G7_Sample79.csv
round1,10C,d01,10.03.2026,B7,Sample19,06,56,38,94,344,1022,132,06_vs_56,44.745940169751044,87.25405983024896,s07,round1_10C_d01_10.03.2026_B7_Sample19.csv
round1,10C,d01,10.03.2026,B9,Sample21,06,56,47,121,344,1022,168,06_vs_56,49.11617954809622,118.88382045190377,s07,round1_10C_d01_10.03.2026_B9_Sample21.csv
round1,10C,d01,10.03.2026,G12,Sample84,43,56,313,190,155,1022,503,43_vs_56,275.9635264296987,227.03647357030118,s28,round1_10C_d01_10.03.2026_G12_Sample84.csv
round1,10C,d01,10.03.2026,A3,Sample3,06,12,76,96,344,362,172,06_vs_12,75.68047471250564,96.31952528749436,s01,round1_10C_d01_10.03.2026_A3_Sample3.csv
round1,10C,d01,10.03.2026,B1,Sample13,06,32,137,43,344,67,180,06_vs_32,136.92500068468664,43.07499931531335,s05,round1_10C_d01_10.03.2026_B1_Sample13.csv
round1,10C,d01,10.03.2026,F10,Sample70,23,43,95,130,64,155,225,23_vs_43,90.7071203499562,134.2928796500438,s24,round1_10C_d01_10.03.2026_F10_Sample70.csv
round1,10C,d01,10.03.2026,D7,Sample43,16,23,34,2,290,64,36,16_vs_23,32.778338935481116,3.2216610645188815,s15,round1_10C_d01_10.03.2026_D7_Sample43.csv
round1,10C,d01,10.03.2026,A7,Sample7,06,20,19,18,344,13,37,06_vs_20,17.370747573810387,19.62925242618961,s03,round1_10C_d01_10.03.2026_A7_Sample7.csv
round1,10C,d01,10.03.2026,G9,Sample81,32,56,141,313,67,1022,454,32_vs_56,148.62704401041293,305.37295598958707,s27,round1_10C_d01_10.03.2026_G9_Sample81.csv
round1,10C,d01,10.03.2026,E12,Sample60,20,32,8,16,13,67,24,20_vs_32,8.434647907385445,15.565352092614553,s20,round1_10C_d01_10.03.2026_E12_Sample60.csv
round1,10C,d01,10.03.2026,G3,Sample75,23,56,93,88,64,1022,181,23_vs_56,95.32245928038179,85.67754071961821,s25,round1_10C_d01_10.03.2026_G3_Sample75.csv
round1,10C,d01,10.03.2026,A5,Sample5,06,16,70,77,344,290,147,06_vs_16,70.15945221204449,76.8405477879555,s02,round1_10C_d01_10.03.2026_A5_Sample5.csv
round1,10C,d01,10.03.2026,F2,Sample62,20,43,95,2,13,155,97,20_vs_43,92.89516371390509,4.104836286094895,s21,round1_10C_d01_10.03.2026_F2_Sample62.csv
round1,10C,d01,10.03.2026,C7,Sample31,12,32,79,34,362,67,113,12_vs_32,80.92755840533044,32.072441594669485,s11,round1_10C_d01_10.03.2026_C7_Sample31.csv
round1,10C,d01,10.03.2026,A9,Sample9,06,20,34,44,344,13,78,06_vs_20,39.50672378730324,38.49327621269677,s03,round1_10C_d01_10.03.2026_A9_Sample9.csv
round1,10C,d01,10.03.2026,C10,Sample34,12,43,228,25,362,155,253,12_vs_43,217.57428239592537,35.42571760407467,s12,round1_10C_d01_10.03.2026_C10_Sample34.csv
round1,10C,d01,10.03.2026,C5,Sample29,12,23,81,25,362,64,106,12_vs_23,78.78806681311961,27.21193318688037,s10,round1_10C_d01_10.03.2026_C5_Sample29.csv
round1,10C,d01,10.03.2026,E1,Sample49,16,43,102,10,290,155,112,16_vs_43,98.19537606878733,13.80462393121267,s17,round1_10C_d01_10.03.2026_E1_Sample49.csv
round1,10C,d01,10.03.2026,E8,Sample56,20,23,12,0,13,64,12,20_vs_23,9.904396342778055,2.095603657221945,s19,round1_10C_d01_10.03.2026_E8_Sample56.csv
round1,10C,d01,10.03.2026,G4,Sample76,32,43,45,84,67,155,129,32_vs_43,52.30320094234426,76.69679905765574,s26,round1_10C_d01_10.03.2026_G4_Sample76.csv
round1,10C,d01,10.03.2026,F3,Sample63,20,43,67,2,13,155,69,20_vs_43,65.52975205207946,3.4702479479205204,s21,round1_10C_d01_10.03.2026_F3_Sample63.csv
round1,10C,d01,10.03.2026,A11,Sample11,06,23,68,9,344,64,77,06_vs_23,68.05682716121201,8.943172838787985,s04,round1_10C_d01_10.03.2026_A11_Sample11.csv
round1,10C,d01,10.03.2026,B8,Sample20,06,56,55,182,344,1022,237,06_vs_56,64.22496866592817,172.77503133407185,s07,round1_10C_d01_10.03.2026_B8_Sample20.csv
round1,10C,d01,10.03.2026,D2,Sample38,12,56,89,111,362,1022,200,12_vs_56,88.4730107657425,111.5269892342575,s13,round1_10C_d01_10.03.2026_D2_Sample38.csv
round1,10C,d01,10.03.2026,E10,Sample58,20,32,7,26,13,67,33,20_vs_32,8.206061437113085,24.793938562886904,s20,round1_10C_d01_10.03.2026_E10_Sample58.csv
round1,10C,d01,10.03.2026,C6,Sample30,12,23,81,14,362,64,95,12_vs_23,78.09690359736943,16.903096402630574,s10,round1_10C_d01_10.03.2026_C6_Sample30.csv
round1,10C,d01,10.03.2026,A4,Sample4,06,16,35,32,344,290,67,06_vs_16,32.35190378735877,34.648096212641235,s02,round1_10C_d01_10.03.2026_A4_Sample4.csv
round1,10C,d01,10.03.2026,D1,Sample37,12,56,73,48,362,1022,121,12_vs_56,76.35755290013542,44.64244709986458,s13,round1_10C_d01_10.03.2026_D1_Sample37.csv
round1,10C,d01,10.03.2026,B5,Sample17,06,43,178,115,344,155,293,06_vs_43,181.33593601900395,111.66406398099606,s06,round1_10C_d01_10.03.2026_B5_Sample17.csv
round1,10C,d01,10.03.2026,B6,Sample18,06,43,102,53,344,155,155,06_vs_43,105.75361312285514,49.24638687714487,s06,round1_10C_d01_10.03.2026_B6_Sample18.csv
round1,10C,d01,10.03.2026,B12,Sample24,12,16,50,80,362,290,130,12_vs_16,47.96410392167989,82.0358960783201,s08,round1_10C_d01_10.03.2026_B12_Sample24.csv
round1,10C,d01,10.03.2026,C11,Sample35,12,43,271,29,362,155,300,12_vs_43,256.1348075083369,43.865192491663024,s12,round1_10C_d01_10.03.2026_C11_Sample35.csv
round1,10C,d01,10.03.2026,G10,Sample82,43,56,130,661,155,1022,791,43_vs_56,152.02936711481956,638.970632885181,s28,round1_10C_d01_10.03.2026_G10_Sample82.csv
round1,10C,d01,10.03.2026,C2,Sample26,12,20,121,27,362,13,148,12_vs_20,104.44145416146011,43.55854583853986,s09,round1_10C_d01_10.03.2026_C2_Sample26.csv
round1,10C,d01,10.03.2026,B3,Sample15,06,32,182,76,344,67,258,06_vs_32,183.3925749632843,74.60742503671572,s05,round1_10C_d01_10.03.2026_B3_Sample15.csv
round1,10C,d01,10.03.2026,E11,Sample59,20,32,11,33,13,67,44,20_vs_32,11.753969455759984,32.24603054424002,s20,round1_10C_d01_10.03.2026_E11_Sample59.csv
round1,10C,d01,10.03.2026,F11,Sample71,23,43,91,39,64,155,130,23_vs_43,78.71173197913902,51.28826802086097,s24,round1_10C_d01_10.03.2026_F11_Sample71.csv
round1,10C,d01,10.03.2026,D3,Sample39,12,56,61,64,362,1022,125,12_vs_56,64.16466605883684,60.83533394116314,s13,round1_10C_d01_10.03.2026_D3_Sample39.csv
round1,10C,d01,10.03.2026,D11,Sample47,16,32,109,64,290,67,173,16_vs_32,112.66922057176718,60.33077942823283,s16,round1_10C_d01_10.03.2026_D11_Sample47.csv
round1,10C,d01,10.03.2026,C3,Sample27,12,20,92,21,362,13,113,12_vs_20,79.66085069549798,33.339149304502016,s09,round1_10C_d01_10.03.2026_C3_Sample27.csv
round1,10C,d07,16.03.2026,C5,Sample29,12,23,217120,807356,6843,247042,1024476,12_vs_23,263993.8547895485,760482.1452104823,s10,round1_10C_d07_16.03.2026_C5_Sample29.csv
round1,10C,d07,16.03.2026,G11,Sample83,43,56,564683,888867,75860,7313,1453550,43_vs_56,608072.8614149436,845477.1385850704,s28,round1_10C_d07_16.03.2026_G11_Sample83.csv
round1,10C,d07,16.03.2026,F4,Sample64,20,56,120332,1456539,93838,7313,1576871,20_vs_56,331551.67332354916,1245319.3266764507,s22,round1_10C_d07_16.03.2026_F4_Sample64.csv
round1,10C,d07,16.03.2026,A4,Sample4,06,16,10628,305600,474902,184346,316228,06_vs_16,25968.906126371647,290259.09387363296,s02,round1_10C_d07_16.03.2026_A4_Sample4.csv
round1,10C,d07,16.03.2026,G10,Sample82,43,56,3640,20975,75860,7313,24615,43_vs_56,7054.42482980669,17560.575170193297,s28,round1_10C_d07_16.03.2026_G10_Sample82.csv
round1,10C,d07,16.03.2026,G7,Sample79,32,56,246891,1313004,63661,7313,1559895,32_vs_56,362190.28910316934,1197704.7108968305,s27,round1_10C_d07_16.03.2026_G7_Sample79.csv
round1,10C,d07,16.03.2026,A11,Sample11,06,23,16294,74183,474902,247042,90477,06_vs_23,18480.80932121373,71996.19067878644,s04,round1_10C_d07_16.03.2026_A11_Sample11.csv
round1,10C,d07,16.03.2026,F2,Sample62,20,43,233144,628907,93838,75860,862051,20_vs_43,252867.20231756242,609183.797682437,s21,round1_10C_d07_16.03.2026_F2_Sample62.csv
round1,10C,d07,16.03.2026,B3,Sample15,06,32,393267,594239,474902,63661,987506,06_vs_32,417739.2347670313,569766.7652329687,s05,round1_10C_d07_16.03.2026_B3_Sample15.csv
round1,10C,d07,16.03.2026,B11,Sample23,12,16,42287,60303,6843,184346,102590,12_vs_16,46328.292185921615,56261.70781407836,s08,round1_10C_d07_16.03.2026_B11_Sample23.csv
round1,10C,d07,16.03.2026,C10,Sample34,12,43,566072,279799,6843,75860,845871,12_vs_43,522938.94762782095,322932.05237217876,s12,round1_10C_d07_16.03.2026_C10_Sample34.csv
round1,10C,d07,16.03.2026,F10,Sample70,23,43,91470,15955,247042,75860,107425,23_vs_43,87466.09030465999,19958.909695339702,s24,round1_10C_d07_16.03.2026_F10_Sample70.csv
round1,10C,d07,16.03.2026,G2,Sample74,23,56,481560,1035144,247042,7313,1516704,23_vs_56,529401.8974217509,987302.1025782041,s25,round1_10C_d07_16.03.2026_G2_Sample74.csv
round1,10C,d07,16.03.2026,E12,Sample60,20,32,219792,1080237,93838,63661,1300029,20_vs_32,250721.69692632978,1049307.3030735892,s20,round1_10C_d07_16.03.2026_E12_Sample60.csv
round1,10C,d07,16.03.2026,E1,Sample49,16,43,689098,337702,184346,75860,1026800,16_vs_43,648562.4453915127,378237.5546085221,s17,round1_10C_d07_16.03.2026_E1_Sample49.csv
round1,10C,d07,16.03.2026,D2,Sample38,12,56,681825,926929,6843,7313,1608754,12_vs_56,698365.0110434236,910388.9889565764,s13,round1_10C_d07_16.03.2026_D2_Sample38.csv
round1,10C,d07,16.03.2026,G8,Sample80,32,56,136724,271571,63661,7313,408295,32_vs_56,159374.0615329384,248920.9384670616,s27,round1_10C_d07_16.03.2026_G8_Sample80.csv
round1,10C,d07,16.03.2026,D8,Sample44,16,23,811654,49829,184346,247042,861483,16_vs_23,805065.0583864929,56417.941613573,s15,round1_10C_d07_16.03.2026_D8_Sample44.csv
round1,10C,d07,16.03.2026,B4,Sample16,06,43,268144,145129,474902,75860,413273,06_vs_43,253242.89037520974,160030.10962479026,s06,round1_10C_d07_16.03.2026_B4_Sample16.csv
