isolate_A,isolate_B,count_A,count_B,N,p_A,se_p_A,se_count_A,se_count_B,model_dir,Round,Temp,Day,Date,Well,Sample,Community,filename,filepath
16,43,611,294,905,0.6751381215469613,0.015567590586346058,14.088669480643182,14.088669480643182,16_vs_43,round1,10C,d02,11.03.2026,E3,Sample51,s17,round1_10C_d02_11.03.2026_E3_Sample51.csv,../data/round01/round1_10C_d02_11.03.2026/round1_10C_d02_11.03.2026_E3_Sample51.csv
06,32,1938,581,2519,0.7693529178245335,0.008393105870001973,21.14223368653497,21.14223368653497,06_vs_32,round1,10C,d02,11.03.2026,B2,Sample14,s05,round1_10C_d02_11.03.2026_B2_Sample14.csv,../data/round01/round1_10C_d02_11.03.2026/round1_10C_d02_11.03.2026_B2_Sample14.csv
16,56,2084,9022,11106,0.18764631730596074,0.0037047914438343072,41.145413775223815,41.145413775223815,16_vs_56,round1,10C,d02,11.03.2026,E6,Sample54,s18,round1_10C_d02_11.03.2026_E6_Sample54.csv,../data/round01/round1_10C_d02_11.03.2026/round1_10C_d02_11.03.2026_E6_Sample54.csv
16,23,89,4,93,0.956989247311828,0.021037812307399886,1.9565165445881894,1.9565165445881894,16_vs_23,round1,10C,d01,10.03.2026,D9,Sample45,s15,round1_10C_d01_10.03.2026_D9_Sample45.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D9_Sample45.csv
06,23,89,13,102,0.8725490196078431,0.03301919049690544,3.3679574306843545,3.3679574306843545,06_vs_23,round1,10C,d01,10.03.2026,A10,Sample10,s04,round1_10C_d01_10.03.2026_A10_Sample10.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A10_Sample10.csv
06,23,48,7,55,0.8727272727272727,0.04493922768387817,2.4716575226132993,2.4716575226132993,06_vs_23,round1,10C,d01,10.03.2026,A12,Sample12,s04,round1_10C_d01_10.03.2026_A12_Sample12.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A12_Sample12.csv
23,32,22,10,32,0.6875,0.08193819126329309,2.622022120425379,2.622022120425379,23_vs_32,round1,10C,d01,10.03.2026,F8,Sample68,s23,round1_10C_d01_10.03.2026_F8_Sample68.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F8_Sample68.csv
20,23,8,8,16,0.5,0.125,2.0,2.0,20_vs_23,round1,10C,d01,10.03.2026,E7,Sample55,s19,round1_10C_d01_10.03.2026_E7_Sample55.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E7_Sample55.csv
20,56,99,211,310,0.3193548387096774,0.026479896556078606,8.208767932384369,8.208767932384369,20_vs_56,round1,10C,d01,10.03.2026,F4,Sample64,s22,round1_10C_d01_10.03.2026_F4_Sample64.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F4_Sample64.csv
06,32,106,48,154,0.6883116883116883,0.03732436863230255,5.747952769374592,5.747952769374592,06_vs_32,round1,10C,d01,10.03.2026,B2,Sample14,s05,round1_10C_d01_10.03.2026_B2_Sample14.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B2_Sample14.csv
16,23,44,1,45,0.9777777777777777,0.021973921443246423,0.9888264649460891,0.9888264649460891,16_vs_23,round1,10C,d01,10.03.2026,D8,Sample44,s15,round1_10C_d01_10.03.2026_D8_Sample44.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D8_Sample44.csv
12,16,96,126,222,0.43243243243243246,0.03324998298536462,7.381496222750946,7.381496222750946,12_vs_16,round1,10C,d01,10.03.2026,B11,Sample23,s08,round1_10C_d01_10.03.2026_B11_Sample23.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B11_Sample23.csv
23,32,28,14,42,0.6666666666666666,0.07273929674533079,3.055050463303893,3.055050463303893,23_vs_32,round1,10C,d01,10.03.2026,F9,Sample69,s23,round1_10C_d01_10.03.2026_F9_Sample69.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F9_Sample69.csv
20,23,7,5,12,0.5833333333333334,0.14231876063832777,1.7078251276599332,1.7078251276599332,20_vs_23,round1,10C,d01,10.03.2026,E9,Sample57,s19,round1_10C_d01_10.03.2026_E9_Sample57.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E9_Sample57.csv
12,16,87,146,233,0.37339055793991416,0.03168853580093299,7.383428841617387,7.383428841617387,12_vs_16,round1,10C,d01,10.03.2026,B10,Sample22,s08,round1_10C_d01_10.03.2026_B10_Sample22.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B10_Sample22.csv
12,43,188,23,211,0.8909952606635071,0.02145453764338342,4.526907442753902,4.526907442753902,12_vs_43,round1,10C,d01,10.03.2026,C12,Sample36,s12,round1_10C_d01_10.03.2026_C12_Sample36.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C12_Sample36.csv
12,20,136,25,161,0.84472049689441,0.028543067494454552,4.595433866607183,4.595433866607183,12_vs_20,round1,10C,d01,10.03.2026,C1,Sample25,s09,round1_10C_d01_10.03.2026_C1_Sample25.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C1_Sample25.csv
32,43,68,91,159,0.4276729559748428,0.039235524807685246,6.238448444421954,6.238448444421954,32_vs_43,round1,10C,d01,10.03.2026,G6,Sample78,s26,round1_10C_d01_10.03.2026_G6_Sample78.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G6_Sample78.csv
23,43,28,15,43,0.6511627906976745,0.07268117870127568,3.1252906841548542,3.1252906841548542,23_vs_43,round1,10C,d01,10.03.2026,F12,Sample72,s24,round1_10C_d01_10.03.2026_F12_Sample72.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F12_Sample72.csv
16,43,112,9,121,0.9256198347107438,0.023853505434090972,2.8862741575250075,2.8862741575250075,16_vs_43,round1,10C,d01,10.03.2026,E3,Sample51,s17,round1_10C_d01_10.03.2026_E3_Sample51.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E3_Sample51.csv
16,43,90,4,94,0.9574468085106383,0.02081898105489708,1.9569842191603255,1.9569842191603255,16_vs_43,round1,10C,d01,10.03.2026,E2,Sample50,s17,round1_10C_d01_10.03.2026_E2_Sample50.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E2_Sample50.csv
06,43,149,117,266,0.5601503759398496,0.03043432052293656,8.095529259101125,8.095529259101125,06_vs_43,round1,10C,d01,10.03.2026,B4,Sample16,s06,round1_10C_d01_10.03.2026_B4_Sample16.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B4_Sample16.csv
12,23,93,29,122,0.7622950819672131,0.038539025353679895,4.7017610931489475,4.7017610931489475,12_vs_23,round1,10C,d01,10.03.2026,C4,Sample28,s10,round1_10C_d01_10.03.2026_C4_Sample28.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C4_Sample28.csv
20,43,67,20,87,0.7701149425287356,0.04511007199798282,3.9245762638245054,3.9245762638245054,20_vs_43,round1,10C,d01,10.03.2026,F1,Sample61,s21,round1_10C_d01_10.03.2026_F1_Sample61.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F1_Sample61.csv
23,56,117,99,216,0.5416666666666666,0.03390235767564076,7.322909257938404,7.322909257938404,23_vs_56,round1,10C,d01,10.03.2026,G2,Sample74,s25,round1_10C_d01_10.03.2026_G2_Sample74.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G2_Sample74.csv
12,32,67,43,110,0.6090909090909091,0.046524595015942326,5.117705451753656,5.117705451753656,12_vs_32,round1,10C,d01,10.03.2026,C9,Sample33,s11,round1_10C_d01_10.03.2026_C9_Sample33.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C9_Sample33.csv
06,20,46,77,123,0.37398373983739835,0.043628131278088705,5.366260147204911,5.366260147204911,06_vs_20,round1,10C,d01,10.03.2026,A8,Sample8,s03,round1_10C_d01_10.03.2026_A8_Sample8.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A8_Sample8.csv
16,56,82,134,216,0.37962962962962965,0.033020123910143084,7.132346764590906,7.132346764590906,16_vs_56,round1,10C,d01,10.03.2026,E6,Sample54,s18,round1_10C_d01_10.03.2026_E6_Sample54.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E6_Sample54.csv
06,12,77,95,172,0.4476744186046512,0.03791529984575156,6.521431573469268,6.521431573469268,06_vs_12,round1,10C,d01,10.03.2026,A1,Sample1,s01,round1_10C_d01_10.03.2026_A1_Sample1.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A1_Sample1.csv
16,56,199,240,439,0.4533029612756264,0.02375939505215965,10.430374427898087,10.430374427898087,16_vs_56,round1,10C,d01,10.03.2026,E5,Sample53,s18,round1_10C_d01_10.03.2026_E5_Sample53.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E5_Sample53.csv
20,56,53,155,208,0.2548076923076923,0.030214038720604627,6.284520053885762,6.284520053885762,20_vs_56,round1,10C,d01,10.03.2026,F6,Sample66,s22,round1_10C_d01_10.03.2026_F6_Sample66.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F6_Sample66.csv
23,56,186,207,393,0.4732824427480916,0.02518563002248997,9.897952598838557,9.897952598838557,23_vs_56,round1,10C,d01,10.03.2026,G1,Sample73,s25,round1_10C_d01_10.03.2026_G1_Sample73.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G1_Sample73.csv
16,20,40,4,44,0.9090909090909091,0.04333920860207238,1.9069251784911847,1.9069251784911847,16_vs_20,round1,10C,d01,10.03.2026,D6,Sample42,s14,round1_10C_d01_10.03.2026_D6_Sample42.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D6_Sample42.csv
23,32,15,7,22,0.6818181818181818,0.09930260198923899,2.1846572437632577,2.1846572437632577,23_vs_32,round1,10C,d01,10.03.2026,F7,Sample67,s23,round1_10C_d01_10.03.2026_F7_Sample67.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F7_Sample67.csv
16,56,147,98,245,0.6,0.03129843185743806,7.668115805072325,7.668115805072325,16_vs_56,round1,10C,d01,10.03.2026,E4,Sample52,s18,round1_10C_d01_10.03.2026_E4_Sample52.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E4_Sample52.csv
16,20,51,6,57,0.8947368421052632,0.04064886556427542,2.3169853371636986,2.3169853371636986,16_vs_20,round1,10C,d01,10.03.2026,D5,Sample41,s14,round1_10C_d01_10.03.2026_D5_Sample41.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D5_Sample41.csv
16,32,69,21,90,0.7666666666666667,0.04458311699497529,4.012480529547776,4.012480529547776,16_vs_32,round1,10C,d01,10.03.2026,D12,Sample48,s16,round1_10C_d01_10.03.2026_D12_Sample48.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D12_Sample48.csv
20,56,70,237,307,0.2280130293159609,0.02394504346976884,7.351128345219034,7.351128345219034,20_vs_56,round1,10C,d01,10.03.2026,F5,Sample65,s22,round1_10C_d01_10.03.2026_F5_Sample65.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F5_Sample65.csv
06,12,104,105,209,0.49760765550239233,0.03458532730125524,7.228333405962346,7.228333405962346,06_vs_12,round1,10C,d01,10.03.2026,A2,Sample2,s01,round1_10C_d01_10.03.2026_A2_Sample2.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A2_Sample2.csv
43,56,221,541,762,0.2900262467191601,0.016438504784341713,12.526140645668384,12.526140645668384,43_vs_56,round1,10C,d01,10.03.2026,G11,Sample83,s28,round1_10C_d01_10.03.2026_G11_Sample83.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G11_Sample83.csv
32,43,54,129,183,0.29508196721311475,0.03371437401928607,6.169730445529351,6.169730445529351,32_vs_43,round1,10C,d01,10.03.2026,G5,Sample77,s26,round1_10C_d01_10.03.2026_G5_Sample77.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G5_Sample77.csv
16,20,45,3,48,0.9375,0.034938562148434216,1.6770509831248424,1.6770509831248424,16_vs_20,round1,10C,d01,10.03.2026,D4,Sample40,s14,round1_10C_d01_10.03.2026_D4_Sample40.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D4_Sample40.csv
32,56,300,167,467,0.6423982869379015,0.02217908074883354,10.357630709705264,10.357630709705264,32_vs_56,round1,10C,d01,10.03.2026,G8,Sample80,s27,round1_10C_d01_10.03.2026_G8_Sample80.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G8_Sample80.csv
12,32,94,56,150,0.6266666666666667,0.039493084251596554,5.923962637739483,5.923962637739483,12_vs_32,round1,10C,d01,10.03.2026,C8,Sample32,s11,round1_10C_d01_10.03.2026_C8_Sample32.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C8_Sample32.csv
16,32,136,63,199,0.6834170854271356,0.03297312540329444,6.561651955255593,6.561651955255593,16_vs_32,round1,10C,d01,10.03.2026,D10,Sample46,s16,round1_10C_d01_10.03.2026_D10_Sample46.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D10_Sample46.csv
06,20,39,80,119,0.3277310924369748,0.043028564236182024,5.120399144105661,5.120399144105661,06_vs_20,round1,10C,d01,10.03.2026,A6,Sample6,s03,round1_10C_d01_10.03.2026_A6_Sample6.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A6_Sample6.csv
32,56,269,105,374,0.7192513368983957,0.02323610799211074,8.690304389049416,8.690304389049416,32_vs_56,round1,10C,d01,10.03.2026,G7,Sample79,s27,round1_10C_d01_10.03.2026_G7_Sample79.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G7_Sample79.csv
06,56,47,85,132,0.3560606060606061,0.041677100288131486,5.501377238033356,5.501377238033356,06_vs_56,round1,10C,d01,10.03.2026,B7,Sample19,s07,round1_10C_d01_10.03.2026_B7_Sample19.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B7_Sample19.csv
06,56,61,107,168,0.3630952380952381,0.037101620918880834,6.23307231437198,6.23307231437198,06_vs_56,round1,10C,d01,10.03.2026,B9,Sample21,s07,round1_10C_d01_10.03.2026_B9_Sample21.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B9_Sample21.csv
43,56,214,289,503,0.4254473161033797,0.022044681597320873,11.0884748434524,11.0884748434524,43_vs_56,round1,10C,d01,10.03.2026,G12,Sample84,s28,round1_10C_d01_10.03.2026_G12_Sample84.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G12_Sample84.csv
06,12,71,101,172,0.4127906976744186,0.03754025262796491,6.456923452009965,6.456923452009965,06_vs_12,round1,10C,d01,10.03.2026,A3,Sample3,s01,round1_10C_d01_10.03.2026_A3_Sample3.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A3_Sample3.csv
06,32,137,43,180,0.7611111111111111,0.03178233153938775,5.7208196770897946,5.7208196770897946,06_vs_32,round1,10C,d01,10.03.2026,B1,Sample13,s05,round1_10C_d01_10.03.2026_B1_Sample13.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B1_Sample13.csv
23,43,74,151,225,0.3288888888888889,0.031320634849130016,7.047142841054254,7.047142841054254,23_vs_43,round1,10C,d01,10.03.2026,F10,Sample70,s24,round1_10C_d01_10.03.2026_F10_Sample70.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F10_Sample70.csv
16,23,34,2,36,0.9444444444444444,0.038176903940904276,1.374368541872554,1.374368541872554,16_vs_23,round1,10C,d01,10.03.2026,D7,Sample43,s15,round1_10C_d01_10.03.2026_D7_Sample43.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D7_Sample43.csv
06,20,12,25,37,0.32432432432432434,0.07695875641236478,2.847473987257497,2.847473987257497,06_vs_20,round1,10C,d01,10.03.2026,A7,Sample7,s03,round1_10C_d01_10.03.2026_A7_Sample7.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A7_Sample7.csv
32,56,183,271,454,0.40308370044052866,0.023021118004657348,10.451587574114436,10.451587574114436,32_vs_56,round1,10C,d01,10.03.2026,G9,Sample81,s27,round1_10C_d01_10.03.2026_G9_Sample81.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G9_Sample81.csv
20,32,8,16,24,0.3333333333333333,0.09622504486493763,2.309401076758503,2.309401076758503,20_vs_32,round1,10C,d01,10.03.2026,E12,Sample60,s20,round1_10C_d01_10.03.2026_E12_Sample60.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E12_Sample60.csv
23,56,92,89,181,0.5082872928176796,0.0371596020753241,6.725887975633662,6.725887975633662,23_vs_56,round1,10C,d01,10.03.2026,G3,Sample75,s25,round1_10C_d01_10.03.2026_G3_Sample75.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G3_Sample75.csv
06,16,78,69,147,0.5306122448979592,0.041161940883473996,6.050805309870677,6.050805309870677,06_vs_16,round1,10C,d01,10.03.2026,A5,Sample5,s02,round1_10C_d01_10.03.2026_A5_Sample5.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A5_Sample5.csv
20,43,93,4,97,0.9587628865979382,0.020188956325901238,1.95832876361242,1.95832876361242,20_vs_43,round1,10C,d01,10.03.2026,F2,Sample62,s21,round1_10C_d01_10.03.2026_F2_Sample62.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F2_Sample62.csv
12,32,77,36,113,0.6814159292035398,0.04383075461173093,4.9528752711255954,4.9528752711255954,12_vs_32,round1,10C,d01,10.03.2026,C7,Sample31,s11,round1_10C_d01_10.03.2026_C7_Sample31.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C7_Sample31.csv
06,20,28,50,78,0.358974358974359,0.05431529139335406,4.236592728681616,4.236592728681616,06_vs_20,round1,10C,d01,10.03.2026,A9,Sample9,s03,round1_10C_d01_10.03.2026_A9_Sample9.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A9_Sample9.csv
12,43,220,33,253,0.8695652173913043,0.021173250154681477,5.356832289134414,5.356832289134414,12_vs_43,round1,10C,d01,10.03.2026,C10,Sample34,s12,round1_10C_d01_10.03.2026_C10_Sample34.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C10_Sample34.csv
12,23,81,25,106,0.7641509433962265,0.041233833779317816,4.370786380607688,4.370786380607688,12_vs_23,round1,10C,d01,10.03.2026,C5,Sample29,s10,round1_10C_d01_10.03.2026_C5_Sample29.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C5_Sample29.csv
16,43,98,14,112,0.875,0.03125,3.5,3.5,16_vs_43,round1,10C,d01,10.03.2026,E1,Sample49,s17,round1_10C_d01_10.03.2026_E1_Sample49.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E1_Sample49.csv
20,23,10,2,12,0.8333333333333334,0.1075828707279838,1.2909944487358056,1.2909944487358056,20_vs_23,round1,10C,d01,10.03.2026,E8,Sample56,s19,round1_10C_d01_10.03.2026_E8_Sample56.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E8_Sample56.csv
32,43,46,83,129,0.35658914728682173,0.042172893249015554,5.440303229123007,5.440303229123007,32_vs_43,round1,10C,d01,10.03.2026,G4,Sample76,s26,round1_10C_d01_10.03.2026_G4_Sample76.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G4_Sample76.csv
20,43,66,3,69,0.9565217391304348,0.024550421851012163,1.6939791077198392,1.6939791077198392,20_vs_43,round1,10C,d01,10.03.2026,F3,Sample63,s21,round1_10C_d01_10.03.2026_F3_Sample63.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F3_Sample63.csv
06,23,70,7,77,0.9090909090909091,0.032761362279838516,2.522624895547566,2.522624895547566,06_vs_23,round1,10C,d01,10.03.2026,A11,Sample11,s04,round1_10C_d01_10.03.2026_A11_Sample11.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A11_Sample11.csv
06,56,68,169,237,0.2869198312236287,0.029381589694423404,6.9634367575783465,6.9634367575783465,06_vs_56,round1,10C,d01,10.03.2026,B8,Sample20,s07,round1_10C_d01_10.03.2026_B8_Sample20.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B8_Sample20.csv
12,56,103,97,200,0.515,0.03533942557541082,7.067885115082164,7.067885115082164,12_vs_56,round1,10C,d01,10.03.2026,D2,Sample38,s13,round1_10C_d01_10.03.2026_D2_Sample38.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D2_Sample38.csv
20,32,6,27,33,0.18181818181818182,0.06714081326145421,2.215646837627989,2.215646837627989,20_vs_32,round1,10C,d01,10.03.2026,E10,Sample58,s20,round1_10C_d01_10.03.2026_E10_Sample58.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E10_Sample58.csv
12,23,81,14,95,0.8526315789473684,0.0363681424397328,3.4549735317746157,3.4549735317746157,12_vs_23,round1,10C,d01,10.03.2026,C6,Sample30,s10,round1_10C_d01_10.03.2026_C6_Sample30.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C6_Sample30.csv
06,16,35,32,67,0.5223880597014925,0.06102345704883558,4.088571622271984,4.088571622271984,06_vs_16,round1,10C,d01,10.03.2026,A4,Sample4,s02,round1_10C_d01_10.03.2026_A4_Sample4.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_A4_Sample4.csv
12,56,72,49,121,0.5950413223140496,0.044625822403959424,5.39972451087909,5.39972451087909,12_vs_56,round1,10C,d01,10.03.2026,D1,Sample37,s13,round1_10C_d01_10.03.2026_D1_Sample37.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D1_Sample37.csv
06,43,183,110,293,0.6245733788395904,0.02828918637602299,8.288731608174736,8.288731608174736,06_vs_43,round1,10C,d01,10.03.2026,B5,Sample17,s06,round1_10C_d01_10.03.2026_B5_Sample17.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B5_Sample17.csv
06,43,108,47,155,0.6967741935483871,0.03692013322184243,5.7226206493855765,5.7226206493855765,06_vs_43,round1,10C,d01,10.03.2026,B6,Sample18,s06,round1_10C_d01_10.03.2026_B6_Sample18.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B6_Sample18.csv
12,16,56,74,130,0.4307692307692308,0.04343050156387931,5.64596520330431,5.64596520330431,12_vs_16,round1,10C,d01,10.03.2026,B12,Sample24,s08,round1_10C_d01_10.03.2026_B12_Sample24.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B12_Sample24.csv
12,43,266,34,300,0.8866666666666667,0.01830199341500709,5.490598024502127,5.490598024502127,12_vs_43,round1,10C,d01,10.03.2026,C11,Sample35,s12,round1_10C_d01_10.03.2026_C11_Sample35.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C11_Sample35.csv
43,56,195,596,791,0.24652338811630847,0.015324125861230302,12.121383556233168,12.121383556233168,43_vs_56,round1,10C,d01,10.03.2026,G10,Sample82,s28,round1_10C_d01_10.03.2026_G10_Sample82.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_G10_Sample82.csv
12,20,126,22,148,0.8513513513513513,0.029241795789077835,4.32778577678352,4.32778577678352,12_vs_20,round1,10C,d01,10.03.2026,C2,Sample26,s09,round1_10C_d01_10.03.2026_C2_Sample26.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C2_Sample26.csv
06,32,183,75,258,0.7093023255813954,0.02827005266940767,7.293673588707178,7.293673588707178,06_vs_32,round1,10C,d01,10.03.2026,B3,Sample15,s05,round1_10C_d01_10.03.2026_B3_Sample15.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_B3_Sample15.csv
20,32,11,33,44,0.25,0.06527912098338669,2.8722813232690143,2.8722813232690143,20_vs_32,round1,10C,d01,10.03.2026,E11,Sample59,s20,round1_10C_d01_10.03.2026_E11_Sample59.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_E11_Sample59.csv
23,43,78,52,130,0.6,0.04296689244236597,5.585696017507576,5.585696017507576,23_vs_43,round1,10C,d01,10.03.2026,F11,Sample71,s24,round1_10C_d01_10.03.2026_F11_Sample71.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_F11_Sample71.csv
12,56,63,62,125,0.504,0.04471992844359213,5.5899910554490155,5.5899910554490155,12_vs_56,round1,10C,d01,10.03.2026,D3,Sample39,s13,round1_10C_d01_10.03.2026_D3_Sample39.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D3_Sample39.csv
16,32,111,62,173,0.6416184971098265,0.03645760870944905,6.307166306734686,6.307166306734686,16_vs_32,round1,10C,d01,10.03.2026,D11,Sample47,s16,round1_10C_d01_10.03.2026_D11_Sample47.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_D11_Sample47.csv
12,20,90,23,113,0.7964601769911505,0.03787629649153715,4.280021503543698,4.280021503543698,12_vs_20,round1,10C,d01,10.03.2026,C3,Sample27,s09,round1_10C_d01_10.03.2026_C3_Sample27.csv,../data/round01/round1_10C_d01_10.03.2026/round1_10C_d01_10.03.2026_C3_Sample27.csv
12,23,241340,783136,1024476,0.23557408860724896,0.00041925723443008334,429.51897449999404,429.51897449999404,12_vs_23,round1,10C,d07,16.03.2026,C5,Sample29,s10,round1_10C_d07_16.03.2026_C5_Sample29.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_C5_Sample29.csv
43,56,593212,860338,1453550,0.408112552027794,0.0004076566708282705,592.5493538824326,592.5493538824326,43_vs_56,round1,10C,d07,16.03.2026,G11,Sample83,s28,round1_10C_d07_16.03.2026_G11_Sample83.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_G11_Sample83.csv
20,56,143113,1433758,1576871,0.09075758257967836,0.00022876165015066178,360.7276120347242,360.7276120347242,20_vs_56,round1,10C,d07,16.03.2026,F4,Sample64,s22,round1_10C_d07_16.03.2026_F4_Sample64.csv,../data/round01/round1_10C_d07_16.03.2026/round1_10C_d07_16.03.2026_F4_Sample64.csv
