isolate_A,isolate_B,count_A,count_B,N,p_A,se_p_A,se_count_A,se_count_B,model_dir,Round,Temp,Day,Date,Well,Sample,Community,filename,filepath
12,43,13916,18289,32205,0.432106815711846,0.0027603695929386126,88.89770274058802,88.89770274058802,12_vs_43,round1,10C,d03,12.03.2026,C12,Sample36,s12,round1_10C_d03_12.03.2026_C12_Sample36.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C12_Sample36.csv
43,56,13611,88507,102118,0.1332869817270217,0.0010636050150729416,108.61321692921865,108.61321692921865,43_vs_56,round1,10C,d03,12.03.2026,G12,Sample84,s28,round1_10C_d03_12.03.2026_G12_Sample84.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G12_Sample84.csv
12,20,16545,12524,29069,0.5691630259038839,0.002904422398832338,84.42865471165723,84.42865471165723,12_vs_20,round1,10C,d03,12.03.2026,C1,Sample25,s09,round1_10C_d03_12.03.2026_C1_Sample25.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C1_Sample25.csv
06,20,1614,5678,7292,0.2213384530992869,0.004861602753497761,35.45080727850567,35.45080727850567,06_vs_20,round1,10C,d03,12.03.2026,A8,Sample8,s03,round1_10C_d03_12.03.2026_A8_Sample8.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A8_Sample8.csv
06,16,2504,58004,60508,0.041382957625437956,0.0008097052158555876,48.993643200989894,48.993643200989894,06_vs_16,round1,10C,d03,12.03.2026,A5,Sample5,s02,round1_10C_d03_12.03.2026_A5_Sample5.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A5_Sample5.csv
06,56,3185,115574,118759,0.026819020032165984,0.0004687971821318086,55.67388455279146,55.67388455279146,06_vs_56,round1,10C,d03,12.03.2026,B7,Sample19,s07,round1_10C_d03_12.03.2026_B7_Sample19.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B7_Sample19.csv
12,43,11779,14081,25860,0.4554911059551431,0.0030969071113387914,80.08601789922115,80.08601789922115,12_vs_43,round1,10C,d03,12.03.2026,C10,Sample34,s12,round1_10C_d03_12.03.2026_C10_Sample34.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C10_Sample34.csv
16,32,73090,12421,85511,0.8547438341266036,0.0012049645881230483,103.03772689498999,103.03772689498999,16_vs_32,round1,10C,d03,12.03.2026,D12,Sample48,s16,round1_10C_d03_12.03.2026_D12_Sample48.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D12_Sample48.csv
16,23,36445,12609,49054,0.7429567415501285,0.001973093471164582,96.78812713450742,96.78812713450742,16_vs_23,round1,10C,d03,12.03.2026,D7,Sample43,s15,round1_10C_d03_12.03.2026_D7_Sample43.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D7_Sample43.csv
20,23,3309,3534,6843,0.4835598421744849,0.006041041875133308,41.33884955153723,41.33884955153723,20_vs_23,round1,10C,d03,12.03.2026,E8,Sample56,s19,round1_10C_d03_12.03.2026_E8_Sample56.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E8_Sample56.csv
43,56,10335,78900,89235,0.11581778450159691,0.0010712501607860973,95.59300809774739,95.59300809774739,43_vs_56,round1,10C,d03,12.03.2026,G11,Sample83,s28,round1_10C_d03_12.03.2026_G11_Sample83.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G11_Sample83.csv
16,43,65805,16238,82043,0.802079397389174,0.0013910201353124786,114.12346496144168,114.12346496144168,16_vs_43,round1,10C,d03,12.03.2026,E1,Sample49,s17,round1_10C_d03_12.03.2026_E1_Sample49.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E1_Sample49.csv
23,32,7747,513,8260,0.9378934624697337,0.002655555543631292,21.93488879039447,21.93488879039447,23_vs_32,round1,10C,d03,12.03.2026,F8,Sample68,s23,round1_10C_d03_12.03.2026_F8_Sample68.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F8_Sample68.csv
06,43,6284,51634,57918,0.10849822162367485,0.0012923068267356437,74.84782679087502,74.84782679087502,06_vs_43,round1,10C,d03,12.03.2026,B5,Sample17,s06,round1_10C_d03_12.03.2026_B5_Sample17.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B5_Sample17.csv
06,43,4028,34433,38461,0.10472946621252698,0.0015613537275902592,60.05122571684896,60.05122571684896,06_vs_43,round1,10C,d03,12.03.2026,B6,Sample18,s06,round1_10C_d03_12.03.2026_B6_Sample18.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B6_Sample18.csv
16,20,41650,3713,45363,0.9181491523929194,0.0012871149221109928,58.38739421172097,58.38739421172097,16_vs_20,round1,10C,d03,12.03.2026,D5,Sample41,s14,round1_10C_d03_12.03.2026_D5_Sample41.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D5_Sample41.csv
12,20,8069,6819,14888,0.5419801182160129,0.004083341125814691,60.79278268112912,60.79278268112912,12_vs_20,round1,10C,d03,12.03.2026,C2,Sample26,s09,round1_10C_d03_12.03.2026_C2_Sample26.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C2_Sample26.csv
20,43,6663,11958,18621,0.35782181408087643,0.0035128506096107513,65.4127912015618,65.4127912015618,20_vs_43,round1,10C,d03,12.03.2026,F2,Sample62,s21,round1_10C_d03_12.03.2026_F2_Sample62.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F2_Sample62.csv
16,23,51786,15283,67069,0.772130194277535,0.0016196744952373802,108.62994872107585,108.62994872107585,16_vs_23,round1,10C,d03,12.03.2026,D9,Sample45,s15,round1_10C_d03_12.03.2026_D9_Sample45.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D9_Sample45.csv
23,32,4640,780,5420,0.8560885608856088,0.004767682890963414,25.840841269021702,25.840841269021702,23_vs_32,round1,10C,d03,12.03.2026,F7,Sample67,s23,round1_10C_d03_12.03.2026_F7_Sample67.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F7_Sample67.csv
23,43,11777,32085,43862,0.2685012083352332,0.00211609769194021,92.81627696388149,92.81627696388149,23_vs_43,round1,10C,d03,12.03.2026,F12,Sample72,s24,round1_10C_d03_12.03.2026_F12_Sample72.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F12_Sample72.csv
12,23,5872,4732,10604,0.5537533006412675,0.004827372508589055,51.18945808107834,51.18945808107834,12_vs_23,round1,10C,d03,12.03.2026,C6,Sample30,s10,round1_10C_d03_12.03.2026_C6_Sample30.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C6_Sample30.csv
20,32,5482,3196,8678,0.6317123761235308,0.005177778075623035,44.932758140256695,44.932758140256695,20_vs_32,round1,10C,d03,12.03.2026,E12,Sample60,s20,round1_10C_d03_12.03.2026_E12_Sample60.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E12_Sample60.csv
12,56,26407,217573,243980,0.10823428149848348,0.0006289711019839254,153.4563694620381,153.4563694620381,12_vs_56,round1,10C,d03,12.03.2026,D1,Sample37,s13,round1_10C_d03_12.03.2026_D1_Sample37.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D1_Sample37.csv
12,56,16853,263444,280297,0.06012550972718224,0.00044900904738424014,125.85588895466036,125.85588895466036,12_vs_56,round1,10C,d03,12.03.2026,D3,Sample39,s13,round1_10C_d03_12.03.2026_D3_Sample39.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D3_Sample39.csv
32,43,5861,26934,32795,0.1787162677237384,0.0021155575094975137,69.37970852397096,69.37970852397096,32_vs_43,round1,10C,d03,12.03.2026,G6,Sample78,s26,round1_10C_d03_12.03.2026_G6_Sample78.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G6_Sample78.csv
06,20,1586,7909,9495,0.16703528172722484,0.0038279823410133714,36.346692327921964,36.346692327921964,06_vs_20,round1,10C,d03,12.03.2026,A9,Sample9,s03,round1_10C_d03_12.03.2026_A9_Sample9.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A9_Sample9.csv
32,56,26051,85457,111508,0.23362449330989704,0.0012671469458836113,141.29702164158974,141.29702164158974,32_vs_56,round1,10C,d03,12.03.2026,G8,Sample80,s27,round1_10C_d03_12.03.2026_G8_Sample80.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G8_Sample80.csv
12,16,5268,70901,76169,0.06916199503735115,0.0009193516980998758,70.02609949256944,70.02609949256944,12_vs_16,round1,10C,d03,12.03.2026,B11,Sample23,s08,round1_10C_d03_12.03.2026_B11_Sample23.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B11_Sample23.csv
12,23,13155,14034,27189,0.4838353746000221,0.003030723456494228,82.40234005862158,82.40234005862158,12_vs_23,round1,10C,d03,12.03.2026,C5,Sample29,s10,round1_10C_d03_12.03.2026_C5_Sample29.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C5_Sample29.csv
16,56,47970,80504,128474,0.373382941295515,0.0013494932609361971,173.37479720551698,173.37479720551698,16_vs_56,round1,10C,d03,12.03.2026,E4,Sample52,s18,round1_10C_d03_12.03.2026_E4_Sample52.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E4_Sample52.csv
12,20,18761,15156,33917,0.5531444408408762,0.0026995672008385606,91.56122075084146,91.56122075084146,12_vs_20,round1,10C,d03,12.03.2026,C3,Sample27,s09,round1_10C_d03_12.03.2026_C3_Sample27.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C3_Sample27.csv
43,56,6655,68913,75568,0.08806637730256194,0.0010309027919875344,77.903262184914,77.903262184914,43_vs_56,round1,10C,d03,12.03.2026,G10,Sample82,s28,round1_10C_d03_12.03.2026_G10_Sample82.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G10_Sample82.csv
06,23,6902,5563,12465,0.5537103890894505,0.0044524964635168605,55.50036841773767,55.50036841773767,06_vs_23,round1,10C,d03,12.03.2026,A12,Sample12,s04,round1_10C_d03_12.03.2026_A12_Sample12.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A12_Sample12.csv
23,43,6754,22183,28937,0.23340360092614992,0.0024866256623390223,71.95548679110429,71.95548679110429,23_vs_43,round1,10C,d03,12.03.2026,F11,Sample71,s24,round1_10C_d03_12.03.2026_F11_Sample71.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F11_Sample71.csv
16,43,62835,17872,80707,0.7785570024904903,0.0014615732344188965,117.95919103024588,117.95919103024588,16_vs_43,round1,10C,d03,12.03.2026,E2,Sample50,s17,round1_10C_d03_12.03.2026_E2_Sample50.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E2_Sample50.csv
32,56,14016,68665,82681,0.16951899469043674,0.001304881805576505,107.888932566871,107.888932566871,32_vs_56,round1,10C,d03,12.03.2026,G7,Sample79,s27,round1_10C_d03_12.03.2026_G7_Sample79.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G7_Sample79.csv
16,56,38381,105195,143576,0.2673218365186382,0.0011679733063210713,167.69293542835413,167.69293542835413,16_vs_56,round1,10C,d03,12.03.2026,E5,Sample53,s18,round1_10C_d03_12.03.2026_E5_Sample53.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E5_Sample53.csv
06,32,5577,2407,7984,0.6985220440881763,0.005135793756216688,41.004177349634034,41.004177349634034,06_vs_32,round1,10C,d03,12.03.2026,B2,Sample14,s05,round1_10C_d03_12.03.2026_B2_Sample14.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B2_Sample14.csv
06,32,21379,8104,29483,0.725129735779941,0.0026000751534856633,76.65801575021781,76.65801575021781,06_vs_32,round1,10C,d03,12.03.2026,B1,Sample13,s05,round1_10C_d03_12.03.2026_B1_Sample13.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B1_Sample13.csv
23,56,13844,70345,84189,0.16443953485609758,0.0012775102278602569,107.55230857332717,107.55230857332717,23_vs_56,round1,10C,d03,12.03.2026,G2,Sample74,s25,round1_10C_d03_12.03.2026_G2_Sample74.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G2_Sample74.csv
06,56,5277,181335,186612,0.028277924249244423,0.00038372934671012776,71.60850084827037,71.60850084827037,06_vs_56,round1,10C,d03,12.03.2026,B8,Sample20,s07,round1_10C_d03_12.03.2026_B8_Sample20.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B8_Sample20.csv
32,43,11041,59200,70241,0.15718739767372333,0.0013733430356652962,96.46498816816607,96.46498816816607,32_vs_43,round1,10C,d03,12.03.2026,G5,Sample77,s26,round1_10C_d03_12.03.2026_G5_Sample77.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G5_Sample77.csv
16,20,58517,4399,62916,0.9300813783457308,0.0010166614398056438,63.96427114681189,63.96427114681189,16_vs_20,round1,10C,d03,12.03.2026,D4,Sample40,s14,round1_10C_d03_12.03.2026_D4_Sample40.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D4_Sample40.csv
06,43,4265,35366,39631,0.10761777396482551,0.0015566821397410171,61.69286988007625,61.69286988007625,06_vs_43,round1,10C,d03,12.03.2026,B4,Sample16,s06,round1_10C_d03_12.03.2026_B4_Sample16.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B4_Sample16.csv
06,23,9321,5031,14352,0.6494565217391305,0.003982811698610853,57.16131349846297,57.16131349846297,06_vs_23,round1,10C,d03,12.03.2026,A10,Sample10,s04,round1_10C_d03_12.03.2026_A10_Sample10.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A10_Sample10.csv
12,32,10773,8091,18864,0.5710877862595419,0.0036034520621838506,67.97551970103616,67.97551970103616,12_vs_32,round1,10C,d03,12.03.2026,C9,Sample33,s11,round1_10C_d03_12.03.2026_C9_Sample33.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C9_Sample33.csv
20,43,20667,39997,60664,0.3406798101015429,0.0019242250508193434,116.73118848290466,116.73118848290466,20_vs_43,round1,10C,d03,12.03.2026,F1,Sample61,s21,round1_10C_d03_12.03.2026_F1_Sample61.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F1_Sample61.csv
12,56,8088,130663,138751,0.05829147177317641,0.0006289884942310798,87.27278256305655,87.27278256305655,12_vs_56,round1,10C,d03,12.03.2026,D2,Sample38,s13,round1_10C_d03_12.03.2026_D2_Sample38.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D2_Sample38.csv
12,16,6029,81680,87709,0.06873866991984859,0.0008543075947289957,74.93046482608548,74.93046482608548,12_vs_16,round1,10C,d03,12.03.2026,B12,Sample24,s08,round1_10C_d03_12.03.2026_B12_Sample24.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B12_Sample24.csv
06,23,7465,3246,10711,0.6969470637662216,0.0044406253599383275,47.56353823029943,47.56353823029943,06_vs_23,round1,10C,d03,12.03.2026,A11,Sample11,s04,round1_10C_d03_12.03.2026_A11_Sample11.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A11_Sample11.csv
06,16,1890,42531,44421,0.04254744377659215,0.0009576376284582004,42.53922109374172,42.53922109374172,06_vs_16,round1,10C,d03,12.03.2026,A4,Sample4,s02,round1_10C_d03_12.03.2026_A4_Sample4.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A4_Sample4.csv
06,56,5489,176574,182063,0.03014890450009063,0.0004007536172702492,72.96240582107338,72.96240582107338,06_vs_56,round1,10C,d03,12.03.2026,B9,Sample21,s07,round1_10C_d03_12.03.2026_B9_Sample21.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B9_Sample21.csv
06,12,3506,9421,12927,0.2712152858358475,0.003910279801102172,50.548186988847775,50.548186988847775,06_vs_12,round1,10C,d03,12.03.2026,A1,Sample1,s01,round1_10C_d03_12.03.2026_A1_Sample1.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A1_Sample1.csv
06,20,2165,10663,12828,0.16877143748051138,0.0033069697939678666,42.42180851701979,42.42180851701979,06_vs_20,round1,10C,d03,12.03.2026,A7,Sample7,s03,round1_10C_d03_12.03.2026_A7_Sample7.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A7_Sample7.csv
16,20,68263,4919,73182,0.9327840179279058,0.0009256028544855992,67.73746809696512,67.73746809696512,16_vs_20,round1,10C,d03,12.03.2026,D6,Sample42,s14,round1_10C_d03_12.03.2026_D6_Sample42.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D6_Sample42.csv
12,32,3232,2085,5317,0.607861576076735,0.006695587890457563,35.60044081356286,35.60044081356286,12_vs_32,round1,10C,d03,12.03.2026,C8,Sample32,s11,round1_10C_d03_12.03.2026_C8_Sample32.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C8_Sample32.csv
20,32,3999,2130,6129,0.6524718551150269,0.006082485352464382,37.2795527252542,37.2795527252542,20_vs_32,round1,10C,d03,12.03.2026,E10,Sample58,s20,round1_10C_d03_12.03.2026_E10_Sample58.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E10_Sample58.csv
23,56,72584,263591,336175,0.21591135569271958,0.0007096392324197841,238.56296895872092,238.56296895872092,23_vs_56,round1,10C,d03,12.03.2026,G3,Sample75,s25,round1_10C_d03_12.03.2026_G3_Sample75.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G3_Sample75.csv
23,43,11978,41162,53140,0.22540459164471208,0.0018126254084821858,96.32291420674335,96.32291420674335,23_vs_43,round1,10C,d03,12.03.2026,F10,Sample70,s24,round1_10C_d03_12.03.2026_F10_Sample70.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F10_Sample70.csv
16,32,56820,10717,67537,0.8413166116351037,0.0014059652348422714,94.95467406554248,94.95467406554248,16_vs_32,round1,10C,d03,12.03.2026,D11,Sample47,s16,round1_10C_d03_12.03.2026_D11_Sample47.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_D11_Sample47.csv
06,20,2840,56631,59471,0.04775436767500126,0.0008744367944398441,52.00363060213197,52.00363060213197,06_vs_20,round1,10C,d03,12.03.2026,A6,Sample6,s03,round1_10C_d03_12.03.2026_A6_Sample6.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A6_Sample6.csv
23,56,46547,285601,332148,0.14013933547695606,0.0006023213354610933,200.05982693073122,200.05982693073122,23_vs_56,round1,10C,d03,12.03.2026,G1,Sample73,s25,round1_10C_d03_12.03.2026_G1_Sample73.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_G1_Sample73.csv
06,12,7298,19993,27291,0.26741416584221905,0.002679240739911837,73.11915903293394,73.11915903293394,06_vs_12,round1,10C,d03,12.03.2026,A3,Sample3,s01,round1_10C_d03_12.03.2026_A3_Sample3.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A3_Sample3.csv
06,32,22548,8840,31388,0.7183637058748567,0.0025388361859710134,79.68899020525816,79.68899020525816,06_vs_32,round1,10C,d03,12.03.2026,B3,Sample15,s05,round1_10C_d03_12.03.2026_B3_Sample15.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B3_Sample15.csv
23,32,7125,707,7832,0.909729315628192,0.0032381213719951704,25.360966585466176,25.360966585466176,23_vs_32,round1,10C,d03,12.03.2026,F9,Sample69,s23,round1_10C_d03_12.03.2026_F9_Sample69.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F9_Sample69.csv
12,32,5665,3625,9290,0.6097954790096879,0.005060930712417591,47.01604631835942,47.01604631835942,12_vs_32,round1,10C,d03,12.03.2026,C7,Sample31,s11,round1_10C_d03_12.03.2026_C7_Sample31.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C7_Sample31.csv
20,23,3925,5099,9024,0.43495124113475175,0.0052187165186645314,47.093697864428734,47.093697864428734,20_vs_23,round1,10C,d03,12.03.2026,E7,Sample55,s19,round1_10C_d03_12.03.2026_E7_Sample55.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E7_Sample55.csv
20,32,4028,2270,6298,0.639568116862496,0.006049976324005867,38.10275088858895,38.10275088858895,20_vs_32,round1,10C,d03,12.03.2026,E11,Sample59,s20,round1_10C_d03_12.03.2026_E11_Sample59.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E11_Sample59.csv
20,56,6315,165934,172249,0.03666204157934153,0.0004528134358668069,77.99666151462162,77.99666151462162,20_vs_56,round1,10C,d03,12.03.2026,F4,Sample64,s22,round1_10C_d03_12.03.2026_F4_Sample64.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_F4_Sample64.csv
12,23,9333,8284,17617,0.5297723789521485,0.0037603887654825137,66.24676888150545,66.24676888150545,12_vs_23,round1,10C,d03,12.03.2026,C4,Sample28,s10,round1_10C_d03_12.03.2026_C4_Sample28.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_C4_Sample28.csv
12,16,4630,50442,55072,0.08407176060429983,0.0011824706540288132,65.1210238586748,65.1210238586748,12_vs_16,round1,10C,d03,12.03.2026,B10,Sample22,s08,round1_10C_d03_12.03.2026_B10_Sample22.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_B10_Sample22.csv
16,43,54632,15498,70130,0.7790104092399829,0.001566771344051868,109.8776743583575,109.8776743583575,16_vs_43,round1,10C,d03,12.03.2026,E3,Sample51,s17,round1_10C_d03_12.03.2026_E3_Sample51.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_E3_Sample51.csv
06,12,2356,6249,8605,0.273794305636258,0.004806916668743703,41.363517934539566,41.363517934539566,06_vs_12,round1,10C,d03,12.03.2026,A2,Sample2,s01,round1_10C_d03_12.03.2026_A2_Sample2.csv,../data/round01/round1_10C_d03_12.03.2026/round1_10C_d03_12.03.2026_A2_Sample2.csv
